Exercício: 2023
Período: 6o. bimestre
Escopo: Estados/DF
Anexo 06 - Demonstrativo do Resultado Primário e Nominal
Tabela: Cálculo Acima da Linha - Receitas Primárias
Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta;Valor
Governo do Estado da Bahia;29;BA;14985284;"RECEITAS REALIZADAS (a)";"Outras Receitas Financeiras (III)";"siconfi-cor_OutrasReceitasFinanceiras";36989452,2
Governo do Estado da Bahia;29;BA;14985284;"RECEITAS REALIZADAS (a)";"Receitas Correntes Restantes";"siconfi-cor_RREO6DiversasReceitasCorrentes";1720577780,87
Governo do Estado da Bahia;29;BA;14985284;"RECEITAS REALIZADAS (a)";"RECEITAS PRIMÁRIAS CORRENTES (EXCETO FONTES RPPS) (IV) = (I - (II + III))";"siconfi-cor_ReceitasPrimariasCorrentesExcetoFontesRPPS";66610896102,31
Governo do Estado da Bahia;29;BA;14985284;"RECEITAS REALIZADAS (a)";"RECEITAS PRIMÁRIAS CORRENTES (COM FONTES RPPS) (V)";"siconfi-cor_ReceitasPrimariasCorrentesComFontesRPPS";5601674234,68
Governo do Estado da Bahia;29;BA;14985284;"RECEITAS REALIZADAS (a)";"RECEITAS NÃO PRIMÁRIAS CORRENTES (COM FONTES RPPS) (VI)";"siconfi-cor_ReceitasNaoPrimariasCorrentesComFontesRPPS";16976728,18
Governo do Estado da Bahia;29;BA;14985284;"RECEITAS REALIZADAS (a)";"RECEITAS DE CAPITAL (EXCETO FONTES RPPS) (VII)";"siconfi-cor_ReceitasDeCapitalExcetoFontesRPPS";1503527160,23
Governo do Estado da Bahia;29;BA;14985284;"RECEITAS REALIZADAS (a)";"Operações de Crédito (VIII)";"siconfi-cor_RREO6OperacoesDeCredito";764165655,16
Governo do Estado da Bahia;29;BA;14985284;"RECEITAS REALIZADAS (a)";"Amortização de Empréstimos (IX)";"siconfi-cor_RREO6AmortizacaoDeEmprestimos";167774544,97
Governo do Estado da Bahia;29;BA;14985284;"RECEITAS REALIZADAS (a)";"Alienação de Bens";"siconfi-cor_RREO6AlienacaoDeBens";16044547,21
Governo do Estado da Bahia;29;BA;14985284;"RECEITAS REALIZADAS (a)";"Outras Alienações de Bens";"siconfi-cor_OutrasAlienacoesDeBens";16044547,21
Governo do Estado da Bahia;29;BA;14985284;"RECEITAS REALIZADAS (a)";"Transferências de Capital";"siconfi-cor_RREO6TransferenciasDeCapital";298425395,75
Governo do Estado da Bahia;29;BA;14985284;"RECEITAS REALIZADAS (a)";"Convênios";"siconfi-cor_RREO6ConveniosCapital";66458222,34
Governo do Estado da Bahia;29;BA;14985284;"RECEITAS REALIZADAS (a)";"Outras Transferências de Capital";"siconfi-cor_RREO6OutrasTransferenciasDeCapital";231967173,41
Governo do Estado da Bahia;29;BA;14985284;"RECEITAS REALIZADAS (a)";"Outras Receitas de Capital";"siconfi-cor_RREO6OutrasReceitasDeCapital";257117017,14
Governo do Estado da Bahia;29;BA;14985284;"RECEITAS REALIZADAS (a)";"Outras Receitas de Capital Primárias";"siconfi-cor_OutrasReceitasDeCapitalPrimarias";257117017,14
Governo do Estado da Bahia;29;BA;14985284;"RECEITAS REALIZADAS (a)";"RECEITAS PRIMÁRIAS DE CAPITAL (EXCETO FONTES RPPS) (XIII) = (VII - (VIII + IX + X + XI + XII))";"siconfi-cor_ReceitasPrimariasDeCapitalExcetoFontesRPPS";571586960,1
Governo do Estado da Bahia;29;BA;14985284;"RECEITAS REALIZADAS (a)";"RECEITA PRIMÁRIA TOTAL (XVI) = (IV + V + XIII + XIV)";"siconfi-cor_RREO6TotalReceitaPrimaria";72784157297,09
Governo do Estado da Bahia;29;BA;14985284;"RECEITAS REALIZADAS (a)";"RECEITA PRIMÁRIA TOTAL (EXCETO FONTES RPPS) (XVII) = (IV + XIII)";"siconfi-cor_ReceitaPrimariaTotalExcetoFontesRPPS";67182483062,41
Governo do Estado do Mato Grosso;51;MT;3567234;"PREVISÃO ATUALIZADA";"RECEITAS CORRENTES (EXCETO FONTES RPPS) (I)";"siconfi-cor_ReceitasCorrentesExcetoFontesRPPS";30083539196,99
Governo do Estado do Mato Grosso;51;MT;3567234;"PREVISÃO ATUALIZADA";"Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_RREO6ReceitasTributarias";15249814649,99
Governo do Estado do Mato Grosso;51;MT;3567234;"PREVISÃO ATUALIZADA";"ICMS";"siconfi-cor_RREO6ICMS";12186741550,82
Governo do Estado do Mato Grosso;51;MT;3567234;"PREVISÃO ATUALIZADA";"IPVA";"siconfi-cor_RREO6IPVA";554937915,3
Governo do Estado do Mato Grosso;51;MT;3567234;"PREVISÃO ATUALIZADA";"ITCD";"siconfi-cor_RREO6ITCD";136637302,00
Governo do Estado do Mato Grosso;51;MT;3567234;"PREVISÃO ATUALIZADA";"IRRF";"siconfi-cor_RREO6IRRF";2074897272,87
Governo do Estado do Mato Grosso;51;MT;3567234;"PREVISÃO ATUALIZADA";"Outros Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_RREO6OutrasReceitasTributarias";296600609,00
Governo do Estado do Mato Grosso;51;MT;3567234;"PREVISÃO ATUALIZADA";"Contribuições";"siconfi-cor_RREO6ReceitasDeContribuicoes";4813044179,98
Governo do Estado do Mato Grosso;51;MT;3567234;"PREVISÃO ATUALIZADA";"Receita Patrimonial";"siconfi-cor_RREO6ReceitaPatrimonial";738957611,00
Governo do Estado do Mato Grosso;51;MT;3567234;"PREVISÃO ATUALIZADA";"Aplicações Financeiras (II)";"siconfi-cor_RREO6AplicacoesFinanceiras";676619432,00
Governo do Estado do Mato Grosso;51;MT;3567234;"PREVISÃO ATUALIZADA";"Outras Receitas Patrimoniais";"siconfi-cor_OutrasReceitasPatrimoniais";62338179,00
Governo do Estado do Mato Grosso;51;MT;3567234;"PREVISÃO ATUALIZADA";"Transferências Correntes";"siconfi-cor_RREO6TransferenciasCorrentes";7279868726,33
Governo do Estado do Mato Grosso;51;MT;3567234;"PREVISÃO ATUALIZADA";"Cota-Parte do FPE";"siconfi-cor_RREO6CotaParteDoFPE";2828960314,00
Governo do Estado do Mato Grosso;51;MT;3567234;"PREVISÃO ATUALIZADA";"Transferências da LC nº 61/1989";"siconfi-cor_TransferenciasDaLCn611989";64498567,00
Governo do Estado do Mato Grosso;51;MT;3567234;"PREVISÃO ATUALIZADA";"Transferências do FUNDEB";"siconfi-cor_TransferenciasDoFUNDEB";2833122019,77
Governo do Estado do Mato Grosso;51;MT;3567234;"PREVISÃO ATUALIZADA";"Outras Transferências Correntes";"siconfi-cor_RREO6OutrasTransferenciasCorrentes";1553287825,56
Governo do Estado do Mato Grosso;51;MT;3567234;"PREVISÃO ATUALIZADA";"Demais Receitas Correntes";"siconfi-cor_RREO6DemaisReceitasCorrentes";2001854029,69
Governo do Estado do Mato Grosso;51;MT;3567234;"PREVISÃO ATUALIZADA";"Outras Receitas Financeiras (III)";"siconfi-cor_OutrasReceitasFinanceiras";2000,00
Governo do Estado do Mato Grosso;51;MT;3567234;"PREVISÃO ATUALIZADA";"Receitas Correntes Restantes";"siconfi-cor_RREO6DiversasReceitasCorrentes";2001852029,69
Governo do Estado do Mato Grosso;51;MT;3567234;"PREVISÃO ATUALIZADA";"RECEITAS PRIMÁRIAS CORRENTES (EXCETO FONTES RPPS) (IV) = (I - (II + III))";"siconfi-cor_ReceitasPrimariasCorrentesExcetoFontesRPPS";29406917764,99
Governo do Estado do Mato Grosso;51;MT;3567234;"PREVISÃO ATUALIZADA";"RECEITAS PRIMÁRIAS CORRENTES (COM FONTES RPPS) (V)";"siconfi-cor_ReceitasPrimariasCorrentesComFontesRPPS";4076197105,8
Governo do Estado do Mato Grosso;51;MT;3567234;"PREVISÃO ATUALIZADA";"RECEITAS NÃO PRIMÁRIAS CORRENTES (COM FONTES RPPS) (VI)";"siconfi-cor_ReceitasNaoPrimariasCorrentesComFontesRPPS";21179660,00
Governo do Estado do Mato Grosso;51;MT;3567234;"PREVISÃO ATUALIZADA";"RECEITAS DE CAPITAL (EXCETO FONTES RPPS) (VII)";"siconfi-cor_ReceitasDeCapitalExcetoFontesRPPS";386377417,25
Governo do Estado do Mato Grosso;51;MT;3567234;"PREVISÃO ATUALIZADA";"Operações de Crédito (VIII)";"siconfi-cor_RREO6OperacoesDeCredito";68717755,00
Governo do Estado do Mato Grosso;51;MT;3567234;"PREVISÃO ATUALIZADA";"Amortização de Empréstimos (IX)";"siconfi-cor_RREO6AmortizacaoDeEmprestimos";2641502,00
Governo do Estado do Mato Grosso;51;MT;3567234;"PREVISÃO ATUALIZADA";"Alienação de Bens";"siconfi-cor_RREO6AlienacaoDeBens";24002892,00
Governo do Estado do Mato Grosso;51;MT;3567234;"PREVISÃO ATUALIZADA";"Receitas de Alienação de Investimentos Temporários (X)";"siconfi-cor_ReceitasDeAlienacaoDeInvestimentosTemporarios";0,00
Governo do Estado do Mato Grosso;51;MT;3567234;"PREVISÃO ATUALIZADA";"Receitas de Alienação de Investimentos Permanentes (XI)";"siconfi-cor_ReceitasDeAlienacaoDeInvestimentosPermanentes";0,00
Governo do Estado do Mato Grosso;51;MT;3567234;"PREVISÃO ATUALIZADA";"Outras Alienações de Bens";"siconfi-cor_OutrasAlienacoesDeBens";24002892,00
Governo do Estado do Mato Grosso;51;MT;3567234;"PREVISÃO ATUALIZADA";"Transferências de Capital";"siconfi-cor_RREO6TransferenciasDeCapital";118334168,25
Governo do Estado do Mato Grosso;51;MT;3567234;"PREVISÃO ATUALIZADA";"Convênios";"siconfi-cor_RREO6ConveniosCapital";71314489,25
Governo do Estado do Mato Grosso;51;MT;3567234;"PREVISÃO ATUALIZADA";"Outras Transferências de Capital";"siconfi-cor_RREO6OutrasTransferenciasDeCapital";47019679,00
Governo do Estado do Mato Grosso;51;MT;3567234;"PREVISÃO ATUALIZADA";"Outras Receitas de Capital";"siconfi-cor_RREO6OutrasReceitasDeCapital";172681100,00
Governo do Estado do Mato Grosso;51;MT;3567234;"PREVISÃO ATUALIZADA";"Outras Receitas de Capital Não Primárias (XII)";"siconfi-cor_OutrasReceitasDeCapitalNaoPrimarias";0,00
Governo do Estado do Mato Grosso;51;MT;3567234;"PREVISÃO ATUALIZADA";"Outras Receitas de Capital Primárias";"siconfi-cor_OutrasReceitasDeCapitalPrimarias";172681100,00
Governo do Estado do Mato Grosso;51;MT;3567234;"PREVISÃO ATUALIZADA";"RECEITAS PRIMÁRIAS DE CAPITAL (EXCETO FONTES RPPS) (XIII) = (VII - (VIII + IX + X + XI + XII))";"siconfi-cor_ReceitasPrimariasDeCapitalExcetoFontesRPPS";315018160,25
Governo do Estado do Mato Grosso;51;MT;3567234;"PREVISÃO ATUALIZADA";"RECEITAS PRIMÁRIAS DE CAPITAL (COM FONTES RPPS) (XIV)";"siconfi-cor_ReceitasPrimariasDeCapitalComFontesRPPS";0,00
Governo do Estado do Mato Grosso;51;MT;3567234;"PREVISÃO ATUALIZADA";"RECEITAS NÃO PRIMÁRIAS DE CAPITAL (COM FONTES RPPS) (XV)";"siconfi-cor_ReceitasNaoPrimariasDeCapitalComFontesRPPS";0,00
Governo do Estado do Mato Grosso;51;MT;3567234;"PREVISÃO ATUALIZADA";"RECEITA PRIMÁRIA TOTAL (XVI) = (IV + V + XIII + XIV)";"siconfi-cor_RREO6TotalReceitaPrimaria";33798133031,04
Governo do Estado do Mato Grosso;51;MT;3567234;"PREVISÃO ATUALIZADA";"RECEITA PRIMÁRIA TOTAL (EXCETO FONTES RPPS) (XVII) = (IV + XIII)";"siconfi-cor_ReceitaPrimariaTotalExcetoFontesRPPS";29721935925,24
Governo do Estado do Mato Grosso;51;MT;3567234;"RECEITAS REALIZADAS (a)";"RECEITAS CORRENTES (EXCETO FONTES RPPS) (I)";"siconfi-cor_ReceitasCorrentesExcetoFontesRPPS";31153290307,87
Governo do Estado do Mato Grosso;51;MT;3567234;"RECEITAS REALIZADAS (a)";"Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_RREO6ReceitasTributarias";15638334763,31
Governo do Estado do Mato Grosso;51;MT;3567234;"RECEITAS REALIZADAS (a)";"ICMS";"siconfi-cor_RREO6ICMS";12456079587,87
Governo do Estado do Mato Grosso;51;MT;3567234;"RECEITAS REALIZADAS (a)";"IPVA";"siconfi-cor_RREO6IPVA";636688777,59
Governo do Estado do Mato Grosso;51;MT;3567234;"RECEITAS REALIZADAS (a)";"ITCD";"siconfi-cor_RREO6ITCD";157432938,7
Governo do Estado do Mato Grosso;51;MT;3567234;"RECEITAS REALIZADAS (a)";"IRRF";"siconfi-cor_RREO6IRRF";2051960240,63
Governo do Estado do Mato Grosso;51;MT;3567234;"RECEITAS REALIZADAS (a)";"Outros Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_RREO6OutrasReceitasTributarias";336173218,52
Governo do Estado do Mato Grosso;51;MT;3567234;"RECEITAS REALIZADAS (a)";"Contribuições";"siconfi-cor_RREO6ReceitasDeContribuicoes";4008672575,92
Governo do Estado do Mato Grosso;51;MT;3567234;"RECEITAS REALIZADAS (a)";"Receita Patrimonial";"siconfi-cor_RREO6ReceitaPatrimonial";1638942466,5
Governo do Estado do Mato Grosso;51;MT;3567234;"RECEITAS REALIZADAS (a)";"Aplicações Financeiras (II)";"siconfi-cor_RREO6AplicacoesFinanceiras";1544636204,12
Governo do Estado do Mato Grosso;51;MT;3567234;"RECEITAS REALIZADAS (a)";"Outras Receitas Patrimoniais";"siconfi-cor_OutrasReceitasPatrimoniais";94306262,38
Governo do Estado do Mato Grosso;51;MT;3567234;"RECEITAS REALIZADAS (a)";"Transferências Correntes";"siconfi-cor_RREO6TransferenciasCorrentes";7639881841,81
Governo do Estado do Mato Grosso;51;MT;3567234;"RECEITAS REALIZADAS (a)";"Cota-Parte do FPE";"siconfi-cor_RREO6CotaParteDoFPE";2866326700,65
Governo do Estado do Mato Grosso;51;MT;3567234;"RECEITAS REALIZADAS (a)";"Transferências da LC nº 61/1989";"siconfi-cor_TransferenciasDaLCn611989";63270043,00
Governo do Estado do Mato Grosso;51;MT;3567234;"RECEITAS REALIZADAS (a)";"Transferências do FUNDEB";"siconfi-cor_TransferenciasDoFUNDEB";2930911684,27
Governo do Estado do Mato Grosso;51;MT;3567234;"RECEITAS REALIZADAS (a)";"Outras Transferências Correntes";"siconfi-cor_RREO6OutrasTransferenciasCorrentes";1779373413,89
Governo do Estado do Mato Grosso;51;MT;3567234;"RECEITAS REALIZADAS (a)";"Demais Receitas Correntes";"siconfi-cor_RREO6DemaisReceitasCorrentes";2227458660,33
Governo do Estado do Mato Grosso;51;MT;3567234;"RECEITAS REALIZADAS (a)";"Outras Receitas Financeiras (III)";"siconfi-cor_OutrasReceitasFinanceiras";269497,37
Governo do Estado do Mato Grosso;51;MT;3567234;"RECEITAS REALIZADAS (a)";"Receitas Correntes Restantes";"siconfi-cor_RREO6DiversasReceitasCorrentes";2227189162,96
Governo do Estado do Mato Grosso;51;MT;3567234;"RECEITAS REALIZADAS (a)";"RECEITAS PRIMÁRIAS CORRENTES (EXCETO FONTES RPPS) (IV) = (I - (II + III))";"siconfi-cor_ReceitasPrimariasCorrentesExcetoFontesRPPS";29608384606,38
Governo do Estado do Mato Grosso;51;MT;3567234;"RECEITAS REALIZADAS (a)";"RECEITAS PRIMÁRIAS CORRENTES (COM FONTES RPPS) (V)";"siconfi-cor_ReceitasPrimariasCorrentesComFontesRPPS";4087157612,81
Governo do Estado do Mato Grosso;51;MT;3567234;"RECEITAS REALIZADAS (a)";"RECEITAS NÃO PRIMÁRIAS CORRENTES (COM FONTES RPPS) (VI)";"siconfi-cor_ReceitasNaoPrimariasCorrentesComFontesRPPS";100793873,62
Governo do Estado do Mato Grosso;51;MT;3567234;"RECEITAS REALIZADAS (a)";"RECEITAS DE CAPITAL (EXCETO FONTES RPPS) (VII)";"siconfi-cor_ReceitasDeCapitalExcetoFontesRPPS";322354768,63
Governo do Estado do Mato Grosso;51;MT;3567234;"RECEITAS REALIZADAS (a)";"Operações de Crédito (VIII)";"siconfi-cor_RREO6OperacoesDeCredito";18833070,37
Governo do Estado do Mato Grosso;51;MT;3567234;"RECEITAS REALIZADAS (a)";"Amortização de Empréstimos (IX)";"siconfi-cor_RREO6AmortizacaoDeEmprestimos";3185993,09
Governo do Estado do Mato Grosso;51;MT;3567234;"RECEITAS REALIZADAS (a)";"Alienação de Bens";"siconfi-cor_RREO6AlienacaoDeBens";35049007,86
Governo do Estado do Mato Grosso;51;MT;3567234;"RECEITAS REALIZADAS (a)";"Receitas de Alienação de Investimentos Temporários (X)";"siconfi-cor_ReceitasDeAlienacaoDeInvestimentosTemporarios";0,00
Governo do Estado do Mato Grosso;51;MT;3567234;"RECEITAS REALIZADAS (a)";"Receitas de Alienação de Investimentos Permanentes (XI)";"siconfi-cor_ReceitasDeAlienacaoDeInvestimentosPermanentes";0,00
Governo do Estado do Mato Grosso;51;MT;3567234;"RECEITAS REALIZADAS (a)";"Outras Alienações de Bens";"siconfi-cor_OutrasAlienacoesDeBens";35049007,86
Governo do Estado do Mato Grosso;51;MT;3567234;"RECEITAS REALIZADAS (a)";"Transferências de Capital";"siconfi-cor_RREO6TransferenciasDeCapital";92976224,6
Governo do Estado do Mato Grosso;51;MT;3567234;"RECEITAS REALIZADAS (a)";"Convênios";"siconfi-cor_RREO6ConveniosCapital";53324736,1
Governo do Estado do Mato Grosso;51;MT;3567234;"RECEITAS REALIZADAS (a)";"Outras Transferências de Capital";"siconfi-cor_RREO6OutrasTransferenciasDeCapital";39651488,5
Governo do Estado do Mato Grosso;51;MT;3567234;"RECEITAS REALIZADAS (a)";"Outras Receitas de Capital";"siconfi-cor_RREO6OutrasReceitasDeCapital";172310472,71
Governo do Estado do Mato Grosso;51;MT;3567234;"RECEITAS REALIZADAS (a)";"Outras Receitas de Capital Não Primárias (XII)";"siconfi-cor_OutrasReceitasDeCapitalNaoPrimarias";0,00
Governo do Estado do Mato Grosso;51;MT;3567234;"RECEITAS REALIZADAS (a)";"Outras Receitas de Capital Primárias";"siconfi-cor_OutrasReceitasDeCapitalPrimarias";172310472,71
Governo do Estado do Mato Grosso;51;MT;3567234;"RECEITAS REALIZADAS (a)";"RECEITAS PRIMÁRIAS DE CAPITAL (EXCETO FONTES RPPS) (XIII) = (VII - (VIII + IX + X + XI + XII))";"siconfi-cor_ReceitasPrimariasDeCapitalExcetoFontesRPPS";300335705,17
Governo do Estado do Mato Grosso;51;MT;3567234;"RECEITAS REALIZADAS (a)";"RECEITAS PRIMÁRIAS DE CAPITAL (COM FONTES RPPS) (XIV)";"siconfi-cor_ReceitasPrimariasDeCapitalComFontesRPPS";0,00
Governo do Estado do Mato Grosso;51;MT;3567234;"RECEITAS REALIZADAS (a)";"RECEITAS NÃO PRIMÁRIAS DE CAPITAL (COM FONTES RPPS) (XV)";"siconfi-cor_ReceitasNaoPrimariasDeCapitalComFontesRPPS";0,00
Governo do Estado do Mato Grosso;51;MT;3567234;"RECEITAS REALIZADAS (a)";"RECEITA PRIMÁRIA TOTAL (XVI) = (IV + V + XIII + XIV)";"siconfi-cor_RREO6TotalReceitaPrimaria";33995877924,36
Governo do Estado do Mato Grosso;51;MT;3567234;"RECEITAS REALIZADAS (a)";"RECEITA PRIMÁRIA TOTAL (EXCETO FONTES RPPS) (XVII) = (IV + XIII)";"siconfi-cor_ReceitaPrimariaTotalExcetoFontesRPPS";29908720311,55
Governo do Estado do Rio Grande do Sul;43;RS;11466630;"PREVISÃO ATUALIZADA";"RECEITAS CORRENTES (EXCETO FONTES RPPS) (I)";"siconfi-cor_ReceitasCorrentesExcetoFontesRPPS";50319450346,29
Governo do Estado do Rio Grande do Sul;43;RS;11466630;"PREVISÃO ATUALIZADA";"Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_RREO6ReceitasTributarias";34275041896,79
Governo do Estado do Rio Grande do Sul;43;RS;11466630;"PREVISÃO ATUALIZADA";"ICMS";"siconfi-cor_RREO6ICMS";25593942593,99
Governo do Estado do Rio Grande do Sul;43;RS;11466630;"PREVISÃO ATUALIZADA";"IPVA";"siconfi-cor_RREO6IPVA";1740541593,00
Governo do Estado do Rio Grande do Sul;43;RS;11466630;"PREVISÃO ATUALIZADA";"ITCD";"siconfi-cor_RREO6ITCD";783251941,8
Governo do Estado do Rio Grande do Sul;43;RS;11466630;"PREVISÃO ATUALIZADA";"IRRF";"siconfi-cor_RREO6IRRF";3724327051,00
Governo do Estado do Rio Grande do Sul;43;RS;11466630;"PREVISÃO ATUALIZADA";"Outros Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_RREO6OutrasReceitasTributarias";2432978717,00
Governo do Estado do Rio Grande do Sul;43;RS;11466630;"PREVISÃO ATUALIZADA";"Contribuições";"siconfi-cor_RREO6ReceitasDeContribuicoes";2924603000,00
Governo do Estado do Rio Grande do Sul;43;RS;11466630;"PREVISÃO ATUALIZADA";"Receita Patrimonial";"siconfi-cor_RREO6ReceitaPatrimonial";1131819120,00
Governo do Estado do Rio Grande do Sul;43;RS;11466630;"PREVISÃO ATUALIZADA";"Aplicações Financeiras (II)";"siconfi-cor_RREO6AplicacoesFinanceiras";455605042,00
Governo do Estado do Rio Grande do Sul;43;RS;11466630;"PREVISÃO ATUALIZADA";"Outras Receitas Patrimoniais";"siconfi-cor_OutrasReceitasPatrimoniais";676214078,00
Governo do Estado do Rio Grande do Sul;43;RS;11466630;"PREVISÃO ATUALIZADA";"Transferências Correntes";"siconfi-cor_RREO6TransferenciasCorrentes";10773779265,5
Governo do Estado do Rio Grande do Sul;43;RS;11466630;"PREVISÃO ATUALIZADA";"Cota-Parte do FPE";"siconfi-cor_RREO6CotaParteDoFPE";2465542401,6
Governo do Estado do Rio Grande do Sul;43;RS;11466630;"PREVISÃO ATUALIZADA";"Transferências da LC nº 61/1989";"siconfi-cor_TransferenciasDaLCn611989";352527518,4
Governo do Estado do Rio Grande do Sul;43;RS;11466630;"PREVISÃO ATUALIZADA";"Transferências do FUNDEB";"siconfi-cor_TransferenciasDoFUNDEB";5498363086,00
Governo do Estado do Rio Grande do Sul;43;RS;11466630;"PREVISÃO ATUALIZADA";"Outras Transferências Correntes";"siconfi-cor_RREO6OutrasTransferenciasCorrentes";2457346259,5
Governo do Estado do Rio Grande do Sul;43;RS;11466630;"PREVISÃO ATUALIZADA";"Demais Receitas Correntes";"siconfi-cor_RREO6DemaisReceitasCorrentes";1214207064,00
Governo do Estado do Rio Grande do Sul;43;RS;11466630;"PREVISÃO ATUALIZADA";"Receitas Correntes Restantes";"siconfi-cor_RREO6DiversasReceitasCorrentes";1214207064,00
Governo do Estado do Rio Grande do Sul;43;RS;11466630;"PREVISÃO ATUALIZADA";"RECEITAS PRIMÁRIAS CORRENTES (EXCETO FONTES RPPS) (IV) = (I - (II + III))";"siconfi-cor_ReceitasPrimariasCorrentesExcetoFontesRPPS";49863845304,29
Governo do Estado do Rio Grande do Sul;43;RS;11466630;"PREVISÃO ATUALIZADA";"RECEITAS PRIMÁRIAS CORRENTES (COM FONTES RPPS) (V)";"siconfi-cor_ReceitasPrimariasCorrentesComFontesRPPS";19480942432,00
Governo do Estado do Rio Grande do Sul;43;RS;11466630;"PREVISÃO ATUALIZADA";"RECEITAS NÃO PRIMÁRIAS CORRENTES (COM FONTES RPPS) (VI)";"siconfi-cor_ReceitasNaoPrimariasCorrentesComFontesRPPS";164130000,00
Governo do Estado do Rio Grande do Sul;43;RS;11466630;"PREVISÃO ATUALIZADA";"RECEITAS DE CAPITAL (EXCETO FONTES RPPS) (VII)";"siconfi-cor_ReceitasDeCapitalExcetoFontesRPPS";364197987,00
Governo do Estado do Rio Grande do Sul;43;RS;11466630;"PREVISÃO ATUALIZADA";"Operações de Crédito (VIII)";"siconfi-cor_RREO6OperacoesDeCredito";101925986,00
Governo do Estado do Rio Grande do Sul;43;RS;11466630;"PREVISÃO ATUALIZADA";"Amortização de Empréstimos (IX)";"siconfi-cor_RREO6AmortizacaoDeEmprestimos";9096614,00
Governo do Estado do Rio Grande do Sul;43;RS;11466630;"PREVISÃO ATUALIZADA";"Alienação de Bens";"siconfi-cor_RREO6AlienacaoDeBens";5625998,00
Governo do Estado do Rio Grande do Sul;43;RS;11466630;"PREVISÃO ATUALIZADA";"Outras Alienações de Bens";"siconfi-cor_OutrasAlienacoesDeBens";5625998,00
Governo do Estado do Rio Grande do Sul;43;RS;11466630;"PREVISÃO ATUALIZADA";"Transferências de Capital";"siconfi-cor_RREO6TransferenciasDeCapital";247547659,00
Governo do Estado do Rio Grande do Sul;43;RS;11466630;"PREVISÃO ATUALIZADA";"Convênios";"siconfi-cor_RREO6ConveniosCapital";213582190,00
Governo do Estado do Rio Grande do Sul;43;RS;11466630;"PREVISÃO ATUALIZADA";"Outras Transferências de Capital";"siconfi-cor_RREO6OutrasTransferenciasDeCapital";33965469,00
Governo do Estado do Rio Grande do Sul;43;RS;11466630;"PREVISÃO ATUALIZADA";"Outras Receitas de Capital";"siconfi-cor_RREO6OutrasReceitasDeCapital";1730,00
Governo do Estado do Rio Grande do Sul;43;RS;11466630;"PREVISÃO ATUALIZADA";"Outras Receitas de Capital Primárias";"siconfi-cor_OutrasReceitasDeCapitalPrimarias";1730,00
Governo do Estado do Rio Grande do Sul;43;RS;11466630;"PREVISÃO ATUALIZADA";"RECEITAS PRIMÁRIAS DE CAPITAL (EXCETO FONTES RPPS) (XIII) = (VII - (VIII + IX + X + XI + XII))";"siconfi-cor_ReceitasPrimariasDeCapitalExcetoFontesRPPS";253175387,00
Governo do Estado do Rio Grande do Sul;43;RS;11466630;"PREVISÃO ATUALIZADA";"RECEITA PRIMÁRIA TOTAL (XVI) = (IV + V + XIII + XIV)";"siconfi-cor_RREO6TotalReceitaPrimaria";69597963123,29
Governo do Estado do Rio Grande do Sul;43;RS;11466630;"PREVISÃO ATUALIZADA";"RECEITA PRIMÁRIA TOTAL (EXCETO FONTES RPPS) (XVII) = (IV + XIII)";"siconfi-cor_ReceitaPrimariaTotalExcetoFontesRPPS";50117020691,29
Governo do Estado do Rio Grande do Sul;43;RS;11466630;"RECEITAS REALIZADAS (a)";"RECEITAS CORRENTES (EXCETO FONTES RPPS) (I)";"siconfi-cor_ReceitasCorrentesExcetoFontesRPPS";57515325602,87
Governo do Estado do Rio Grande do Sul;43;RS;11466630;"RECEITAS REALIZADAS (a)";"Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_RREO6ReceitasTributarias";36451778611,05
Governo do Estado do Rio Grande do Sul;43;RS;11466630;"RECEITAS REALIZADAS (a)";"ICMS";"siconfi-cor_RREO6ICMS";27049363012,33
Governo do Estado do Rio Grande do Sul;43;RS;11466630;"RECEITAS REALIZADAS (a)";"IPVA";"siconfi-cor_RREO6IPVA";2044047007,67
Governo do Estado do Rio Grande do Sul;43;RS;11466630;"RECEITAS REALIZADAS (a)";"ITCD";"siconfi-cor_RREO6ITCD";1145902337,52
Governo do Estado do Rio Grande do Sul;43;RS;11466630;"RECEITAS REALIZADAS (a)";"IRRF";"siconfi-cor_RREO6IRRF";3631756732,86
Governo do Estado do Rio Grande do Sul;43;RS;11466630;"RECEITAS REALIZADAS (a)";"Outros Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_RREO6OutrasReceitasTributarias";2580709520,67
Governo do Estado do Rio Grande do Sul;43;RS;11466630;"RECEITAS REALIZADAS (a)";"Contribuições";"siconfi-cor_RREO6ReceitasDeContribuicoes";3232664138,67
Governo do Estado do Rio Grande do Sul;43;RS;11466630;"RECEITAS REALIZADAS (a)";"Receita Patrimonial";"siconfi-cor_RREO6ReceitaPatrimonial";3567929314,16
