"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","SECTOR","GFS_GRP","INDICATOR","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","2021","2022","2023","2024"
"IMF.STA:GFS_COFOG(11.0.0)","BGD.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Bangladesh","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","GTM.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Guatemala","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","0.2888163559602707","0.3299436653877821","0.4674357308743056",""
"IMF.STA:GFS_COFOG(11.0.0)","BGD.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Bangladesh","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","MWI.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Malawi","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","AUT.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Austria","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","0.4830676233968198","0.4562130247630265","",""
"IMF.STA:GFS_COFOG(11.0.0)","MAC.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Macao Special Administrative Region, People's Republic of China","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","BEL.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Belgium","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","4.16493208257549","","",""
"IMF.STA:GFS_COFOG(11.0.0)","KOR.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Korea, Republic of","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","GTM.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Guatemala","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","0.3971013479576124","0.3820278022805392","0.4048302953647504",""
"IMF.STA:GFS_COFOG(11.0.0)","BGD.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Bangladesh","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","JAM.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Jamaica","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","CIV.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Côte d'Ivoire","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","MWI.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Malawi","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","BDI.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Burundi","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","BDI.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Burundi","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","JAM.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Jamaica","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","FIN.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Finland","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","3.311974401440723","3.197381671701913","",""
"IMF.STA:GFS_COFOG(11.0.0)","JAM.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Jamaica","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","MWI.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Malawi","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","SWE.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Sweden","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","3.28940293714201","","",""
"IMF.STA:GFS_COFOG(11.0.0)","KOR.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Korea, Republic of","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","JOR.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Jordan","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","AUT.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Austria","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","0.3084803280217668","0.2838070568108216","",""
"IMF.STA:GFS_COFOG(11.0.0)","KOR.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Korea, Republic of","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","KOR.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Korea, Republic of","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","SVN.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Slovenia, Republic of","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","0.1115668959260014","0.110445133265857","",""
"IMF.STA:GFS_COFOG(11.0.0)","BEL.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Belgium","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","3.01588786162596","","",""
"IMF.STA:GFS_COFOG(11.0.0)","FIN.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Finland","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","0.04301265456416523","0.04659482045963536","",""
"IMF.STA:GFS_COFOG(11.0.0)","CIV.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Côte d'Ivoire","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","MAC.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Macao Special Administrative Region, People's Republic of China","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","SVN.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Slovenia, Republic of","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","0.2874443030529039","0.2777883209626631","",""
"IMF.STA:GFS_COFOG(11.0.0)","BEL.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Belgium","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","0.213901082937662","","",""
"IMF.STA:GFS_COFOG(11.0.0)","FIN.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Finland","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","7.790918300075574","7.493499271016519","",""
"IMF.STA:GFS_COFOG(11.0.0)","SVN.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Slovenia, Republic of","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","3.76195922541357","3.404517403283851","",""
"IMF.STA:GFS_COFOG(11.0.0)","SWE.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Sweden","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","0.182646387771714","","",""
"IMF.STA:GFS_COFOG(11.0.0)","SWE.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Sweden","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","2.57188568862299","","",""
"IMF.STA:GFS_COFOG(11.0.0)","FRA.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","France","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","0.1601210796052154","0.1653589713173171","",""
"IMF.STA:GFS_COFOG(11.0.0)","EST.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Estonia, Republic of","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","0.6006361210289733","0.5870333955861347","",""
"IMF.STA:GFS_COFOG(11.0.0)","FRA.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","France","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","3.707903426575155","3.707528145106169","",""
"IMF.STA:GFS_COFOG(11.0.0)","SYC.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Seychelles","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","BEL.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Belgium","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","0.049788864965116","","",""
"IMF.STA:GFS_COFOG(11.0.0)","SWE.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Sweden","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","7.3072042617612","","",""
"IMF.STA:GFS_COFOG(11.0.0)","ITA.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Italy","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","0.1451825446619499","0.1449634586929253","",""
"IMF.STA:GFS_COFOG(11.0.0)","MWI.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Malawi","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","EST.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Estonia, Republic of","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","0.709698158886537","0.7154726798939004","",""
"IMF.STA:GFS_COFOG(11.0.0)","ITA.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Italy","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","0.9158169191124272","0.870581931894715","",""
"IMF.STA:GFS_COFOG(11.0.0)","EST.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Estonia, Republic of","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","4.649286057006695","4.201995474436329","",""
"IMF.STA:GFS_COFOG(11.0.0)","FRA.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","France","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","9.203254094131738","9.04277453599881","",""
"IMF.STA:GFS_COFOG(11.0.0)","JAM.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Jamaica","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","MWI.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Malawi","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","BDI.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Burundi","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","MWI.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Malawi","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","MAC.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Macao Special Administrative Region, People's Republic of China","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","4.946043730024281","7.068209455466469","2.824432566189782",""
"IMF.STA:GFS_COFOG(11.0.0)","ITA.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Italy","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","7.36213899749689","6.929153178054686","",""
"IMF.STA:GFS_COFOG(11.0.0)","HUN.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Hungary","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","5.627507998479753","","",""
"IMF.STA:GFS_COFOG(11.0.0)","FIN.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Finland","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","0.09929089418083002","0.09506846432490117","",""
"IMF.STA:GFS_COFOG(11.0.0)","IRL.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Ireland","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","2.04507752205865","","",""
"IMF.STA:GFS_COFOG(11.0.0)","FIN.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Finland","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","0.1993857632133267","0.1484270490448062","",""
"IMF.STA:GFS_COFOG(11.0.0)","MAC.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Macao Special Administrative Region, People's Republic of China","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","ITA.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Italy","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","2.650789033209082","2.495925249930523","",""
"IMF.STA:GFS_COFOG(11.0.0)","DNK.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Denmark","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","9.033071199807129","7.926685202452124","",""
"IMF.STA:GFS_COFOG(11.0.0)","SYC.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Seychelles","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","EST.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Estonia, Republic of","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","0.1456280272267177","0.1333792567811414","",""
"IMF.STA:GFS_COFOG(11.0.0)","EST.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Estonia, Republic of","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","6.48744244433782","5.910951507309101","",""
"IMF.STA:GFS_COFOG(11.0.0)","ITA.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Italy","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","0.1432829599654384","0.1180738637643931","",""
"IMF.STA:GFS_COFOG(11.0.0)","KOR.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Korea, Republic of","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","SVN.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Slovenia, Republic of","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","1.011381591846621","1.062507028789924","",""
"IMF.STA:GFS_COFOG(11.0.0)","KOR.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Korea, Republic of","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","NLD.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Netherlands, The","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","0.2777185800011216","0.2438067255639854","",""
"IMF.STA:GFS_COFOG(11.0.0)","DNK.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Denmark","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","0.2216534937786293","0.2117622075304793","",""
"IMF.STA:GFS_COFOG(11.0.0)","EST.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Estonia, Republic of","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","0.09125599086041045","0.08837061869038584","",""
"IMF.STA:GFS_COFOG(11.0.0)","IRL.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Ireland","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","0.329970281291036","","",""
"IMF.STA:GFS_COFOG(11.0.0)","SVN.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Slovenia, Republic of","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","0.7763068358751773","0.6027960526315789","",""
"IMF.STA:GFS_COFOG(11.0.0)","BGR.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Bulgaria","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","0.6723304933708277","0.6956576625555477","",""
"IMF.STA:GFS_COFOG(11.0.0)","BEL.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Belgium","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","0.800044575162878","","",""
"IMF.STA:GFS_COFOG(11.0.0)","AUT.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Austria","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","1.211936885027048","1.162059552978174","",""
"IMF.STA:GFS_COFOG(11.0.0)","MWI.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Malawi","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","FIN.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Finland","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","0.7074978694666431","0.6929100719965129","",""
"IMF.STA:GFS_COFOG(11.0.0)","FIN.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Finland","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","3.429756717209886","3.31311719348875","",""
"IMF.STA:GFS_COFOG(11.0.0)","SWE.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Sweden","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","0.166680093421048","","",""
"IMF.STA:GFS_COFOG(11.0.0)","POL.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Poland, Republic of","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","3.534558802655157","3.283966519561087","",""
"IMF.STA:GFS_COFOG(11.0.0)","SWE.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Sweden","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","0.359915998336298","","",""
"IMF.STA:GFS_COFOG(11.0.0)","ROU.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Romania","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","0.21483028836728","","",""
"IMF.STA:GFS_COFOG(11.0.0)","POL.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Poland, Republic of","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","1.708602368386359","1.635873428319723","",""
"IMF.STA:GFS_COFOG(11.0.0)","BGR.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Bulgaria","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","HUN.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Hungary","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","0.4369859218459083","","",""
"IMF.STA:GFS_COFOG(11.0.0)","BGR.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Bulgaria","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","3.841116271195756","3.547417511206314","",""
"IMF.STA:GFS_COFOG(11.0.0)","NLD.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Netherlands, The","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","2.306656945768605","2.207240747821537","",""
"IMF.STA:GFS_COFOG(11.0.0)","POL.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Poland, Republic of","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","0.2215142837456786","0.08328806207262239","",""
"IMF.STA:GFS_COFOG(11.0.0)","IRL.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Ireland","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","1.80372704863271","","",""
"IMF.STA:GFS_COFOG(11.0.0)","ROU.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Romania","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","1.17784838568627","","",""
"IMF.STA:GFS_COFOG(11.0.0)","NLD.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Netherlands, The","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","8.275699624249903","7.252118089794933","",""
"IMF.STA:GFS_COFOG(11.0.0)","KNA.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","St. Kitts and Nevis","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","MYS.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Malaysia","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","POL.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Poland, Republic of","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","0.1372563796456515","0.1203386212247281","",""
"IMF.STA:GFS_COFOG(11.0.0)","HUN.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Hungary","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","1.409991397115382","","",""
"IMF.STA:GFS_COFOG(11.0.0)","KNA.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","St. Kitts and Nevis","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","CAN.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Canada","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","5.737542424426617","5.437479050321528","5.677180219491449",""
"IMF.STA:GFS_COFOG(11.0.0)","IRL.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Ireland","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","5.16861842559956","","",""
"IMF.STA:GFS_COFOG(11.0.0)","JAM.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Jamaica","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","AZE.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Azerbaijan, Republic of","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","0.0","0.0","",""
"IMF.STA:GFS_COFOG(11.0.0)","LBN.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Lebanon","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","SWE.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Sweden","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","0.736673156467133","","",""
"IMF.STA:GFS_COFOG(11.0.0)","SVN.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Slovenia, Republic of","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","8.273000580516928","7.634054838618983","",""
"IMF.STA:GFS_COFOG(11.0.0)","SVN.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Slovenia, Republic of","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","2.324339806161168","2.17600089968511","",""
"IMF.STA:GFS_COFOG(11.0.0)","HUN.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Hungary","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","2.223282679027438","","",""
"IMF.STA:GFS_COFOG(11.0.0)","IRL.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Ireland","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","0.00636855806667127","","",""
"IMF.STA:GFS_COFOG(11.0.0)","CYP.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Cyprus","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","3.518603951459232","3.46541960521721","",""
"IMF.STA:GFS_COFOG(11.0.0)","CHN.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","China, People's Republic of","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","0.0","0.0","0.0",""
"IMF.STA:GFS_COFOG(11.0.0)","BGR.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Bulgaria","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","5.841872253644581","5.556208149437727","",""
"IMF.STA:GFS_COFOG(11.0.0)","POL.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Poland, Republic of","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","0.0998688063981707","0.09851019826210396","",""
"IMF.STA:GFS_COFOG(11.0.0)","ARE.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","United Arab Emirates","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","CHN.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","China, People's Republic of","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","0.0","0.0","0.0",""
"IMF.STA:GFS_COFOG(11.0.0)","CYP.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Cyprus","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","0.03369772339785378","0.01620027864479269","",""
"IMF.STA:GFS_COFOG(11.0.0)","BEL.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Belgium","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","0.371128030215593","","",""
"IMF.STA:GFS_COFOG(11.0.0)","FRA.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","France","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","3.263782732919156","3.134175756514469","",""
"IMF.STA:GFS_COFOG(11.0.0)","ITA.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Italy","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","0.5376367429612245","0.4815090220349465","",""
